"","MSACC","year","houseid","income","race","hispanic","reported","serious"
"188414",15,"1998",1,5,1,1,2,64
"188415",15,"1998",1,5,1,1,2,64
"188572",14,"1998",1,5,1,1,2,70
"188640",39,"1998",1,5,1,1,2,64
"188657",39,"1998",2,98,1,1,2,68
"188665",39,"1998",1,3,1,1,2,68
"188674",39,"1998",1,6,1,1,2,60
"188983",17,"1998",1,3,1,1,2,65
"188984",17,"1998",1,3,1,1,2,67
"189004",17,"1998",1,2,1,1,2,66
"189257",20,"1998",1,6,1,1,2,68
"189358",15,"1998",1,5,1,1,2,70
"189427",27,"1999",1,6,1,1,2,67
"189478",27,"1999",1,2,1,1,2,68
"189484",27,"1999",1,5,1,1,2,65
"189486",27,"1999",3,98,1,1,2,70
"189531",24,"1999",1,98,1,1,2,68
"189587",24,"1999",1,5,1,1,2,65
"189596",24,"1999",1,98,1,1,2,68
"189628",17,"1999",3,98,1,1,2,64
"189637",17,"1999",1,98,1,1,2,68
"189652",17,"1999",2,5,1,1,2,67
"189665",17,"1999",1,5,1,1,2,70
"189674",17,"1999",1,5,1,1,2,66
"189676",17,"1999",1,5,1,1,2,67
"189730",17,"1999",1,98,1,1,2,70
"189734",17,"1999",1,98,1,1,2,64
"189735",17,"1999",1,98,1,1,2,70
"189759",17,"1999",1,1,1,1,2,68
"189772",17,"1999",1,6,1,1,2,66
"189860",1,"1999",5,6,1,1,2,68
"189865",1,"1999",1,5,1,1,2,70
"189866",1,"1999",1,5,1,1,2,68
"189883",1,"1999",1,1,1,1,2,61
"189886",1,"1999",2,3,4,1,2,66
"189925",30,"1999",2,5,1,1,2,70
"189936",30,"1999",1,5,1,1,2,68
"189963",31,"1999",1,3,1,1,2,67
"189972",31,"1999",1,3,1,1,2,61
"190006",30,"1999",2,5,1,1,2,65
"190025",30,"1999",1,6,1,1,2,67
"190038",30,"1999",1,6,1,1,2,65
"190181",35,"1999",1,6,1,1,2,67
"190187",36,"1999",1,2,1,1,2,68
"190204",36,"1999",4,4,1,1,2,64
"190206",36,"1999",4,4,1,1,2,63
"190236",36,"1999",1,5,1,1,2,65
"190319",13,"1999",1,6,1,1,2,65
"190330",13,"1999",1,5,1,1,2,60
"190340",18,"1999",1,3,1,1,2,68
"190629",6,"1999",1,4,1,1,2,66
"191089",12,"1999",1,3,2,1,2,64
"191276",26,"1999",1,98,1,1,2,64
"191316",22,"1999",1,2,1,1,2,66
"191344",21,"1999",1,6,1,1,2,70
"191391",20,"1999",1,2,1,1,2,64
"191663",9,"1999",2,3,1,1,2,68
"191898",33,"1999",1,2,1,1,2,60
"191906",33,"1999",5,3,1,1,2,68
"191912",33,"1999",1,5,1,1,2,67
"191918",33,"1999",1,5,1,1,2,66
"191920",33,"1999",1,5,1,1,2,66
"192002",10,"1999",2,3,1,1,2,62
"192007",10,"1999",3,5,1,1,2,70
"192085",15,"1999",1,98,1,1,2,66
"192088",15,"1999",1,5,1,1,2,67
"192141",15,"1999",2,3,1,1,2,66
"192441",27,"1999",1,6,1,1,2,70
"192446",27,"1999",2,5,1,1,2,65
"192481",24,"1999",1,5,1,1,2,68
"192557",17,"1999",1,98,1,1,2,64
"192583",17,"1999",1,98,1,1,2,70
"192609",17,"1999",2,1,1,1,2,64
"192653",17,"1999",1,6,1,1,2,70
"192678",17,"1999",1,2,1,1,2,64
"192698",17,"1999",2,2,1,1,2,64
"192708",17,"1999",1,6,4,1,2,65
"192719",17,"1999",1,5,1,1,2,65
"192723",17,"1999",1,3,1,1,2,70
"192805",30,"1999",1,3,1,1,2,66
"192806",30,"1999",1,3,1,1,2,65
"192828",31,"1999",2,2,1,1,2,70
"192848",31,"1999",1,6,1,1,2,70
"192887",30,"1999",1,4,1,1,2,65
"192923",34,"1999",1,98,1,1,2,68
"192928",34,"1999",1,3,4,1,2,70
"193148",18,"1999",1,3,1,1,2,65
"193338",6,"1999",1,3,1,1,2,68
"193339",6,"1999",1,3,1,1,2,68
"193366",6,"1999",1,6,1,1,2,70
"193380",6,"1999",1,3,1,1,2,68
"193381",6,"1999",1,3,1,1,2,70
"193382",6,"1999",1,3,1,1,2,68
"193428",6,"1999",1,3,1,1,2,67
"193957",21,"1999",1,1,1,1,2,68
"193958",21,"1999",1,1,1,1,2,64
"193959",21,"1999",1,1,1,1,2,64
"193964",21,"1999",1,4,1,1,2,68
"193976",21,"1999",1,2,2,1,2,67
"194008",20,"1999",1,6,1,1,2,67
"194024",21,"1999",1,2,1,1,2,67
"194025",21,"1999",1,2,1,1,2,67
"194048",21,"1999",1,2,1,1,2,64
"194051",21,"1999",1,6,1,1,2,65
"194052",21,"1999",1,6,1,1,2,68
"194053",21,"1999",1,6,1,1,2,68
"194082",21,"1999",1,5,1,1,2,64
"194099",21,"1999",1,98,1,1,2,68
"194395",33,"1999",1,6,1,1,2,70
"194443",10,"1999",1,3,1,1,2,68
"194501",15,"1999",2,5,1,1,2,61
"194515",15,"1999",1,5,1,1,2,67
"194536",15,"1999",1,3,1,1,2,70
"194537",15,"1999",1,3,1,1,2,70
"194804",27,"2000",2,3,1,1,2,66
"194849",24,"2000",2,6,1,1,2,66
"194851",24,"2000",2,6,1,1,2,70
"194859",17,"2000",3,2,1,1,2,64
"194884",17,"2000",2,2,1,1,2,68
"194885",17,"2000",2,4,1,1,2,64
"194890",17,"2000",2,98,1,1,2,68
"194901",17,"2000",3,1,1,1,2,70
"194902",17,"2000",3,1,1,1,2,70
"194903",17,"2000",2,2,1,1,2,62
"194927",17,"2000",1,3,1,1,2,65
"194988",30,"2000",2,5,1,1,2,61
"195019",30,"2000",2,5,1,1,2,69
"195145",13,"2000",1,6,1,1,2,62
"195510",22,"2000",1,2,1,1,2,64
"195585",20,"2000",1,98,1,1,2,70
"195770",10,"2000",2,4,1,1,2,70
"195779",10,"2000",1,4,1,1,2,70
"195797",15,"2000",1,6,1,1,2,66
"195804",15,"2000",4,4,1,1,2,63
"195813",15,"2000",2,3,1,1,2,70
"195814",15,"2000",2,3,1,1,2,67
"195998",27,"2000",2,2,1,1,2,68
"195999",27,"2000",2,2,1,1,2,70
"196001",27,"2000",1,2,1,1,2,66
"196015",27,"2000",1,2,1,1,2,68
"196129",24,"2000",1,2,1,1,2,64
"196196",17,"2000",1,5,1,1,2,67
"196210",17,"2000",2,1,1,1,2,66
"196221",17,"2000",1,6,2,1,2,70
"196233",17,"2000",1,98,1,1,2,64
"196240",17,"2000",1,5,1,1,2,70
"196266",17,"2000",1,6,1,1,2,67
"196310",17,"2000",1,5,1,1,2,70
"196328",17,"2000",1,5,1,1,2,68
"196368",17,"2000",1,5,1,1,2,70
"196370",17,"2000",1,2,1,1,2,66
"196404",17,"2000",1,98,1,1,2,67
"196406",17,"2000",1,6,1,1,2,66
"196442",17,"2000",1,5,1,1,2,70
"196446",17,"2000",1,3,1,1,2,68
"196454",17,"2000",1,1,1,1,2,64
"196468",17,"2000",1,1,1,1,2,64
"196498",1,"2000",1,4,1,1,2,67
"196501",1,"2000",2,5,1,1,2,70
"196504",1,"2000",1,4,1,1,2,68
"196534",1,"2000",1,6,1,1,2,67
"196567",30,"2000",1,5,1,1,2,65
"196702",30,"2000",1,6,1,1,2,70
"196707",30,"2000",1,6,4,1,2,65
"196750",34,"2000",2,98,1,1,2,67
"196754",34,"2000",2,1,1,1,2,64
"196785",34,"2000",2,98,1,1,2,63
"197033",13,"2000",1,6,1,1,2,65
"197072",18,"2000",2,3,1,1,2,65
"197084",18,"2000",1,5,1,1,2,70
"197163",38,"2000",1,2,1,1,2,67
"197173",25,"2000",1,5,1,1,2,64
"197211",40,"2000",1,2,1,1,2,64
"197415",6,"2000",1,6,1,1,2,66
"197553",32,"2000",1,5,1,1,2,70
"197678",39,"2000",1,5,1,1,2,68
"198033",19,"2000",3,1,1,1,2,68
"198261",21,"2000",1,98,1,1,2,68
"198369",21,"2000",1,2,1,1,2,67
"198408",21,"2000",4,98,1,1,2,69
"198422",21,"2000",1,6,1,1,2,64
"198423",21,"2000",1,6,1,1,2,65
"198425",21,"2000",1,1,1,1,2,70
"198451",21,"2000",2,4,1,1,2,68
"198506",20,"2000",1,6,1,1,2,68
"199109",10,"2000",1,4,1,1,2,70
"199112",10,"2000",2,98,1,1,2,70
"199127",10,"2000",3,3,1,1,2,64
"199128",10,"2000",2,1,1,1,2,62
"199165",10,"2000",1,3,1,1,2,65
"199166",10,"2000",1,3,1,1,2,70
"199324",15,"2000",1,5,1,1,2,68
"199661",27,"2001",1,4,1,1,2,64
"199922",24,"2001",1,5,1,1,2,70
"199944",17,"2001",2,6,1,1,2,70
"199958",17,"2001",1,5,1,1,2,70
"199965",17,"2001",1,98,1,1,2,65
"199966",17,"2001",1,3,1,1,2,65
"199974",17,"2001",1,6,1,1,2,64
"199975",17,"2001",1,6,1,1,2,64
"199976",17,"2001",1,6,1,1,2,70
"199977",17,"2001",1,6,1,1,2,70
"199978",17,"2001",1,6,1,1,2,70
"199979",17,"2001",1,6,1,1,2,68
"200021",17,"2001",2,98,1,1,2,66
"200034",17,"2001",1,5,1,1,2,68
"200035",17,"2001",1,5,1,1,2,70
"200059",17,"2001",1,98,1,1,2,64
"200065",17,"2001",1,6,1,1,2,70
"200068",17,"2001",1,2,1,1,2,64
"200109",17,"2001",1,1,1,1,2,68
"200121",17,"2001",1,98,1,1,2,70
"200153",17,"2001",2,2,1,1,2,64
"200200",17,"2001",1,1,1,1,2,65
"200266",1,"2001",2,98,1,1,2,68
"200273",1,"2001",1,6,1,1,2,67
"200305",30,"2001",1,98,1,1,2,66
"200340",30,"2001",2,5,1,1,2,64
"200384",31,"2001",1,6,1,1,2,70
"200394",31,"2001",1,5,1,1,2,70
"200608",35,"2001",2,5,1,1,2,70
"200673",36,"2001",1,6,1,1,2,70
"200703",36,"2001",1,5,1,1,2,70
"200739",11,"2001",1,3,1,1,2,70
"200762",11,"2001",1,5,1,1,2,70
"200780",11,"2001",1,2,1,1,2,64
"200851",39,"2001",1,5,1,1,2,64
"201215",6,"2001",1,4,1,1,2,68
"201279",6,"2001",1,98,1,1,2,68
"201353",6,"2001",2,5,1,1,2,65
"201563",39,"2001",1,6,4,1,2,70
"201971",19,"2001",1,98,1,1,2,68
"201972",19,"2001",1,98,1,1,2,68
"201973",19,"2001",1,98,1,1,2,68
"202163",21,"2001",1,3,1,1,2,68
"202194",21,"2001",1,98,1,1,2,70
"202249",21,"2001",1,2,1,1,2,67
"202851",33,"2001",1,2,1,1,2,68
"202852",33,"2001",1,2,1,1,2,68
"202856",33,"2001",1,1,1,1,2,62
"203075",15,"2001",1,98,1,1,2,64
"203097",15,"2001",4,98,1,1,2,60
"203107",15,"2001",2,5,1,1,2,68
"203117",15,"2001",2,98,1,1,2,64
"203144",15,"2001",2,3,1,1,2,64
"203215",15,"2001",4,98,1,1,2,70
"203228",15,"2001",1,6,1,1,2,64
"203239",15,"2001",1,98,1,1,2,70
"203244",14,"2001",1,3,1,1,2,70
"203337",39,"2001",2,98,1,1,2,64
"203348",39,"2001",1,6,1,1,2,66
"203461",37,"2001",3,98,1,1,2,68
"203470",37,"2001",2,6,1,1,2,68
"203527",37,"2001",1,5,1,1,2,65
"203528",37,"2001",1,5,1,1,2,68
"203581",27,"2001",1,3,2,1,2,64
"203582",27,"2001",1,3,2,1,2,67
"203593",24,"2001",2,6,2,1,2,70
"203594",24,"2001",2,6,2,1,2,70
"203595",24,"2001",2,6,2,1,2,64
"203626",17,"2001",1,98,1,1,2,70
"203648",30,"2001",1,5,1,1,2,70
"203658",30,"2001",1,2,1,1,2,68
"203858",21,"2001",1,2,1,1,2,70
"203916",29,"2001",1,6,1,1,2,65
"203917",29,"2001",1,6,1,1,2,68
"203918",29,"2001",1,6,1,1,2,70
"203983",15,"2001",1,6,1,1,2,65
"204009",39,"2001",2,1,1,1,2,67
"204047",27,"2002",1,6,1,1,2,67
"204116",27,"2002",4,1,1,1,2,68
"204131",27,"2002",1,98,1,1,2,68
"204178",24,"2002",1,6,1,1,2,67
"204303",17,"2002",1,5,1,1,2,68
"204305",17,"2002",1,5,1,1,2,65
"204325",17,"2002",1,98,1,1,2,70
"204350",17,"2002",1,98,1,1,2,65
"204351",17,"2002",1,98,1,1,2,65
"204412",17,"2002",2,98,1,1,2,68
"204414",17,"2002",2,98,1,1,2,68
"204419",17,"2002",2,98,1,1,2,60
"204430",17,"2002",1,98,1,1,2,68
"204432",17,"2002",1,98,1,1,2,62
"204489",30,"2002",1,98,1,1,2,70
"204490",30,"2002",1,98,1,1,2,65
"204561",31,"2002",1,5,1,1,2,68
"204588",30,"2002",1,6,1,1,2,70
"204682",35,"2002",1,98,1,1,2,70
"204725",36,"2002",2,5,1,1,2,65
"204726",36,"2002",2,5,1,1,2,65
"204904",18,"2002",1,5,1,1,2,63
"205123",6,"2002",1,98,1,1,2,68
"205250",16,"2002",1,6,1,1,2,67
"205308",39,"2002",2,6,1,1,2,66
"205642",22,"2002",1,5,1,1,2,64
"205653",22,"2002",2,5,1,1,2,70
"205656",22,"2002",1,6,1,1,2,64
"206166",15,"2002",1,5,1,1,2,68
"206274",14,"2002",4,5,1,1,2,70
"206436",27,"2002",1,98,1,1,2,65
"206446",27,"2002",1,5,1,1,2,66
"206497",27,"2002",1,5,1,1,2,70
"206505",27,"2002",1,5,1,1,2,68
"206570",24,"2002",2,6,2,1,2,66
"206574",24,"2002",1,6,1,1,2,67
"206594",17,"2002",2,98,1,1,2,65
"206619",17,"2002",1,3,1,1,2,70
"206620",17,"2002",1,3,1,1,2,68
"206705",17,"2002",2,5,1,1,2,64
"206728",17,"2002",2,2,1,1,2,66
"206731",17,"2002",1,98,1,1,2,70
"206786",30,"2002",1,5,1,1,2,65
"206838",30,"2002",1,6,1,1,2,67
"206887",35,"2002",1,3,1,1,2,63
"206932",36,"2002",1,6,1,1,2,64
"206971",11,"2002",1,6,1,1,2,67
"207158",6,"2002",1,98,1,1,2,64
"207166",6,"2002",1,6,1,1,2,67
"207333",39,"2002",1,5,1,1,2,68
"207436",12,"2002",1,5,1,1,2,68
"207437",12,"2002",1,5,1,1,2,61
"207575",22,"2002",2,5,1,1,2,70
"207576",22,"2002",2,5,1,1,2,70
"207577",22,"2002",2,5,1,1,2,70
"207588",21,"2002",1,98,1,1,2,67
"207604",21,"2002",1,5,1,1,2,67
"207629",21,"2002",1,5,1,1,2,68
"207640",21,"2002",1,98,1,1,2,68
"207664",20,"2002",1,98,1,1,2,70
"207849",26,"2002",1,98,1,1,2,70
"207868",33,"2002",1,5,2,1,2,70
"207995",15,"2002",1,5,1,1,2,64
"207996",15,"2002",1,5,1,1,2,68
"208012",15,"2002",1,5,1,1,2,66
"208026",15,"2002",1,3,1,1,2,70
"208059",39,"2002",1,5,1,1,2,70
